Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,primary_artist,artist,pais,region,region_label
44639,5TxUedy2CM04QihDdOFnsk,Pearl Jam,Vitalogy,Immortality - Remastered,54,318066,False,0.633,0.543,2,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44645,4F7VK1jSbLpRFZvgL4AOdc,Pearl Jam,Live On Two Legs,"Hail, Hail - Live at ARCO Arena, Sacramento, CA - July 1998",29,223693,False,0.193,0.963,0,-8.026,1,0.13,0.00526,0.000142,0.973,0.364,150.965,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44648,143pj28RZeTqEe108JC3hV,Shinedown,Somewhere in the Stratosphere,With a Little Help from My Friends (feat. Will Hoge) - Acoustic; Live from Kansas City [Live Acoustic from Kansas City],29,329333,False,0.283,0.872,2,-3.75,1,0.0615,0.0221,0.0,0.972,0.501,149.905,3,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44651,32bqxZEJRJObeNyc8bEiPt,Linkin Park;Kiiara,Heavy (feat. Kiiara),Heavy (feat. Kiiara),50,169800,True,0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44654,1Vz8DpQYciyM1gdGtwqVg2,Linkin Park;Planet Asia;Rasco,Reanimation,Ppr:kut (Cheapshot and Jubacca Reanimation) [feat. Rasco and Planet Asia],43,206346,False,0.565,0.897,1,-6.319,1,0.111,0.000571,0.000879,0.646,0.601,150.356,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44655,4uRW7Q5JdBNmpCMknCav6w,Linkin Park;Zion I,Reanimation,Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion],43,260746,False,0.641,0.902,1,-7.068,1,0.18,0.181,0.0,0.654,0.524,133.273,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44658,0zKs47fghFBtrEpxyUR1Wz,Linkin Park,One More Light Live,Burn It Down - One More Light Live,44,253573,True,0.658,0.781,9,-6.472,0,0.0509,0.0639,0.0,0.485,0.542,110.008,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44662,1VXt7X8M9sHvdeNI7GUuYJ,Linkin Park;Phoenix Orion,Reanimation,Rnw@y (Backyard Bangers Reanimation) [feat. Phoenix Orion],44,193400,False,0.602,0.921,7,-4.633,1,0.0604,0.00042,0.000272,0.0983,0.545,108.692,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44663,3xXKwkmkrpZmGpIof83xbE,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),So Cold,56,273040,False,0.485,0.776,0,-5.472,0,0.0525,0.00225,0.000102,0.124,0.26,153.055,4,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44666,536bkD2pabwDI6kHCzHv5T,Breaking Benjamin,Dark Before Dawn,Hollow,53,231053,False,0.346,0.846,1,-4.796,0,0.0621,1.88e-05,0.000858,0.117,0.28,143.152,4,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44667,4SJoEhpI6C61wtUfxSHMGc,Linkin Park,Hybrid Theory,By Myself,44,189800,False,0.544,0.935,6,-4.159,0,0.173,0.0171,0.00301,0.297,0.339,103.026,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44669,2yBAPa9HZj3P2szSaaj4k1,Alice In Chains,Unplugged,"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",56,346026,False,0.554,0.515,6,-8.534,1,0.024,0.0883,2.7e-05,0.883,0.432,95.125,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44674,4HlMOXxwF9SYG1RoJxEjio,Linkin Park,Hybrid Theory,Pushing Me Away,43,191440,False,0.484,0.913,6,-4.305,1,0.0425,0.000391,0.0,0.309,0.279,103.103,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44676,5TZbtpZcTWKEn81Du4hiTb,Nirvana,Bleach,Mr. Moustache,55,203929,False,0.194,0.898,0,-6.12,1,0.0608,5.58e-06,0.141,0.108,0.482,177.191,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44677,2RyiGdY33PR4aCTUolEhk7,Nirvana,MTV Unplugged In New York,On A Plain,56,224733,False,0.703,0.795,1,-8.632,1,0.0409,0.433,0.0,0.453,0.631,117.946,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44679,6njG9CbhFC2FrCEVroE0ma,Alter Bridge,Fortress,Cry of Achilles,47,390866,False,0.311,0.983,6,-4.042,1,0.177,0.000139,0.000252,0.483,0.213,139.921,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44680,4dXBG3zz9SzaPBtm4Fv91x,Nirvana,Incesticide,Been A Son - BBC Mark Goodier Session,55,115600,False,0.387,0.914,9,-10.101,1,0.0862,2.7e-06,0.0,0.258,0.556,154.455,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44682,6wb6eqZVfvmj2FVg9jCV1K,Alter Bridge,Blackbird,Before Tomorrow Comes,45,246786,False,0.35,0.975,3,-3.242,1,0.129,8.65e-05,1.36e-05,0.216,0.267,160.069,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44683,679zqcQuKakOGI93NPCqB8,Pearl Jam,No Code,Present Tense,56,345786,False,0.403,0.272,2,-13.492,1,0.0325,0.403,0.17,0.0806,0.105,130.872,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44686,4jM6Tl8062cc9gTJgTZTpx,Linkin Park;100 gecs,One Step Closer (100 gecs Reanimation),One Step Closer - 100 gecs Reanimation,51,141071,False,0.632,0.708,1,-5.247,1,0.0829,0.0492,0.00306,0.125,0.687,95.03,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44688,7Fm3NhbAYHvTQUhboim9FB,Alice In Chains,Jar Of Flies,Rotten Apple,60,418466,False,0.31,0.637,3,-8.595,0,0.037,0.215,0.116,0.0619,0.426,147.4,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44691,6wO0vMRAJB0r1lEWBJZNOq,Nickelback,Dark Horse,Something in Your Mouth,64,219253,False,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,4,grunge,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44692,1gn1jSK8io8C5kK7l0lmEN,Shinedown,The Studio Album Collection,45,28,249573,False,0.453,0.65,7,-4.508,1,0.0271,0.00251,0.0,0.158,0.225,152.133,3,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44694,74kd56Y1oNbQVEQnMdO9LH,Pearl Jam,Vitalogy,Nothingman - Remastered,56,274440,False,0.274,0.387,5,-10.206,1,0.0304,0.499,0.000345,0.108,0.15,96.018,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44699,5AkGgZx0IXEAwPd1HFyu5M,Pearl Jam,Live On Two Legs,"Go - Live at Continental Airlines Arena, E. Rutherford, NJ - September 1998",27,161440,False,0.171,0.993,7,-6.505,1,0.219,0.000353,0.000606,0.892,0.06,150.621,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44701,0k3Fdqu4xYh7P9G7GsDXSo,Linkin Park;Kiiara,Heavy,Heavy,18,169800,False,0.587,0.682,6,-6.091,0,0.0963,0.0345,0.0,0.0586,0.374,149.978,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44706,4X2Q2vObLCwIDmd15D3kcU,Linkin Park,Waiting for the End,Waiting for the End,34,231680,False,0.487,0.961,4,-4.139,1,0.132,0.0415,1.14e-06,0.553,0.324,170.005,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44707,6Dtq63g5m2sMIVd1Aw9ZDD,Three Days Grace,One-X,Over and Over,55,191906,False,0.434,0.763,0,-4.123,1,0.0327,0.0283,0.0,0.153,0.249,138.941,4,grunge,Three Days Grace,Three Days Grace,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44708,16AFbRYIdpesOleGTKClHs,Linkin Park,The Hunting Party,Mark the Graves,43,305013,False,0.442,0.925,9,-3.781,1,0.0648,0.00195,0.496,0.0851,0.196,134.94,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44712,5G2c0FDSToVnmhrk9EJuv2,Alter Bridge,AB III,Isolation,46,253720,False,0.429,0.963,8,-3.342,1,0.0733,7.22e-06,2.19e-06,0.184,0.349,96.97,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44713,2nBWxgSZ79w9l6t2rUg6pl,Shinedown,The Sound of Madness,Call Me,61,222200,False,0.413,0.445,1,-7.259,0,0.025,0.438,0.0,0.111,0.117,95.562,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44714,1YxwrB0UypHNMghmFM9ZQR,Linkin Park,Minutes to Midnight (Deluxe Edition),In Between,37,196803,False,0.454,0.498,10,-10.585,0,0.0417,0.347,0.00686,0.108,0.318,193.928,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44715,1eCy6RBIaddmQqsw4Jg8bW,Linkin Park,"Live 8 (Live, July 2005)","In the End - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",30,259056,False,0.381,0.944,6,-7.461,1,0.188,0.00522,0.0,0.994,0.27,103.945,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44716,4m1P1BSg9nLxaWbvPhNdhw,Linkin Park,Meteora,Nobody's Listening,49,178866,False,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,3,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44718,6HnZsLUDrG3HTSbh8sq2u3,Alice In Chains,Jar Of Flies,I Stay Away,62,254400,False,0.174,0.781,6,-7.066,1,0.0406,0.0452,0.00346,0.0822,0.276,81.37,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44719,2QZxpZDfJjhEGclSszvMVX,Three Days Grace,One-X,It's All Over,54,249320,False,0.321,0.82,0,-4.459,0,0.0422,0.00305,0.0,0.34,0.198,166.859,4,grunge,Three Days Grace,Three Days Grace,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44721,3G1DSRBTgxytBpYqkscT2q,Linkin Park,Meteora (Bonus Edition),From the Inside - Live LP Underground Tour 2003,46,175960,False,0.44,0.961,1,-4.467,0,0.0787,0.000993,0.000102,0.409,0.542,95.035,3,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44722,3QIPgdsvQpX6caei3iNJCe,Linkin Park,Hybrid Theory (20th Anniversary Edition),Forgotten,47,194426,False,0.616,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.198,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44727,7rOv6HovIJvYHXCg0cVfTk,Breaking Benjamin,Ember,Feed the Wolf,54,198040,False,0.4,0.982,8,-2.147,1,0.123,3.15e-05,8.2e-05,0.133,0.384,155.046,3,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44728,1fnULsZuORnAgCFFbM8nTZ,Shinedown,Threat to Survival,State of My Head,64,205653,False,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44730,7CI0VS6ETno5mgHi4PoCrY,Alice In Chains,Jar Of Flies,Don't Follow,57,262133,False,0.314,0.37,1,-9.921,1,0.0286,0.781,0.139,0.122,0.28,116.066,1,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44732,6TDlUUqRocCBLaDmOsWuOy,Alter Bridge,AB III (Special Edition),Wonderful Life,38,319586,False,0.159,0.814,7,-4.073,1,0.0436,0.00221,0.0,0.116,0.324,152.033,3,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44733,2u8NmvhYX6wiviyxJTOhEi,Foo Fighters,Medicine At Midnight,Making A Fire,56,255106,False,0.506,0.946,9,-4.173,1,0.0652,2.21e-05,0.00226,0.0528,0.651,91.111,3,grunge,Foo Fighters,Foo Fighters,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44735,6AGQ7pKkcnc6RVjtARt1ph,Breaking Benjamin,Dark Before Dawn,Breaking the Silence,54,181666,False,0.476,0.907,7,-3.938,1,0.0593,3.98e-05,4.32e-06,0.353,0.303,96.515,4,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44738,59TLlOD6sH4cCTSF6ITRkA,Breaking Benjamin,Phobia (Explicit Version),Breath,53,218466,False,0.467,0.865,5,-4.158,0,0.0351,0.000127,0.000339,0.088,0.328,91.447,4,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44739,1xzL74JWXGUWcAy2c7CsUg,Nickelback,No Fixed Address,Satellite,51,237746,False,0.424,0.895,11,-4.353,1,0.0428,0.117,0.0,0.0843,0.505,165.917,4,grunge,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44742,2O2ii9OPZYh1NBXo9FtE0Y,Alice In Chains,Black Gives Way To Blue,Check My Brain,61,237906,False,0.441,0.845,10,-3.315,1,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44744,2SHTKB8YYlawTGIuJ2b2ok,Nirvana,Bleach,About A Girl,54,168428,False,0.413,0.875,6,-7.48,0,0.031,5.13e-06,0.00058,0.209,0.575,131.951,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44745,5xiAcvS8jPpJaaSv1BWAGa,Shinedown,Somewhere in the Stratosphere,Devour - Live from Washington State,27,236213,False,0.4,0.998,0,-2.319,0,0.0997,0.000107,0.0501,0.983,0.0384,88.458,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44751,4TMhakloPMPS84lNHNTSa3,Nirvana,Nevermind (30th Anniversary Super Deluxe),Smells Like Teen Spirit - Remastered 2021,49,300893,False,0.489,0.918,1,-4.502,1,0.0554,3.53e-05,7.64e-05,0.0908,0.691,116.731,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44752,7g8U2TPh6JPFJK5LgqsNeE,Linkin Park,Transformers - The Album,What I've Done,31,205613,False,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44753,0HRM12PnjG9s2Aq1v8dWJu,Linkin Park,Transformers: Dark of the Moon - The Album,Iridescent (Version 2),35,239706,False,0.584,0.692,0,-5.992,1,0.0313,0.0762,0.00122,0.0971,0.379,120.016,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44757,6a9SPVrXyrlVh5Fh08f8Bz,Alice In Chains,Dirt (2022 Remaster),Rain When I Die (2022 Remaster),58,361706,False,0.422,0.859,9,-6.778,1,0.0757,0.0183,0.000673,0.209,0.203,120.078,3,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44760,3JAu2BH8sSI46rJGzQerb6,Linkin Park,Hybrid Theory,Forgotten,43,194426,False,0.615,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.193,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44761,52ajPhs8jo0XjmQE8WjaJu,Linkin Park,Meteora (Bonus Edition),Easier to Run - Live LP Underground Tour 2003,45,202466,False,0.499,0.92,3,-4.723,0,0.0589,0.0714,0.0,0.116,0.315,105.018,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44762,5xgXG5BfCNO6KJrQOHKprg,Breaking Benjamin,Ember,Tourniquet,54,249466,False,0.179,0.953,5,-2.686,1,0.202,1.5e-05,0.00109,0.363,0.337,153.955,5,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44763,6oe2HcrgnNU66Eyq8BY45Z,Three Days Grace,Outsider,Infra-Red,58,230933,False,0.568,0.907,5,-4.641,0,0.0488,0.00115,0.0,0.0982,0.337,112.037,4,grunge,Three Days Grace,Three Days Grace,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44766,0CA3RxBx2xSQXPfpmUBK1v,Three Days Grace,Three Days Grace,Just Like You,64,186893,False,0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,4,grunge,Three Days Grace,Three Days Grace,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44767,64VuvLffzkSl8d1BLgYKs0,Alter Bridge,Blackbird,Watch Over You,48,259133,False,0.221,0.656,7,-5.421,1,0.0362,0.0837,0.000517,0.161,0.128,172.32,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44769,78iMIaSjeVlUoNa7rehPOU,Alice In Chains,Black Gives Way To Blue,Black Gives Way To Blue,49,183560,False,0.205,0.331,8,-9.265,1,0.0302,0.822,0.000695,0.0891,0.113,179.982,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44771,4nRyBgsqXEP2oPfzaMeZr7,Pearl Jam,Ten,Once,58,231367,True,0.413,0.885,2,-7.695,0,0.0777,0.00535,1.97e-06,0.166,0.211,113.807,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44773,5yBSe9ngIvMgZB3IAI6qw6,Alter Bridge,Blackbird,Rise Today,45,261399,False,0.337,0.964,7,-4.034,1,0.148,0.00257,4.11e-06,0.13,0.153,159.935,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44775,7v0mtl6oInUtHOmTk2b0gC,Foo Fighters,Wasting Light,Rope,61,259026,False,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,4,grunge,Foo Fighters,Foo Fighters,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44777,7dIh8FF0EzYKS8STv3v4F4,Foo Fighters,There Is Nothing Left To Lose,Aurora,56,349680,False,0.586,0.858,9,-5.254,1,0.0313,0.00481,0.469,0.238,0.278,122.996,4,grunge,Foo Fighters,Foo Fighters,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44778,60l2m3BD5VY0HSc3xmSpPI,Alice In Chains,Facelift,Bleed The Freak,60,242600,False,0.245,0.749,8,-9.352,0,0.0599,0.00252,7.87e-06,0.185,0.221,118.363,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44783,20iv6eIFgXokinSmgAkVxS,Alter Bridge,One Day Remains,Down To My Last,43,286466,False,0.326,0.871,8,-3.626,1,0.0552,0.000111,0.0,0.281,0.39,150.172,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44787,3qYDK9O2x877S64cvV8K46,Shinedown,Somewhere in the Stratosphere,I Dare You - Live from Washington State,26,223520,False,0.55,0.977,8,-2.147,1,0.05,8.44e-05,0.00806,0.214,0.259,106.985,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44791,5eMiXtAZvUFrUP8c1yZTkx,Shinedown,The Studio Album Collection,Save Me,26,213933,False,0.524,0.816,11,-3.49,0,0.0308,0.00044,0.0,0.0777,0.252,116.026,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44792,4bmV5s9lW9DrGYKjfdUQKP,Shinedown,The Studio Album Collection,Sound of Madness,26,233986,False,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44794,0TCCfsT1a8x6p0MG0omJxi,Shinedown,The Studio Album Collection,Fly from the Inside,27,235026,False,0.474,0.924,5,-4.277,1,0.0467,3.37e-05,0.00105,0.044,0.345,96.146,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44802,5tavbOJXnynWlwijfausey,Linkin Park,Reanimation,By_Myslf (Josh Abraham and Mike Shinoda Reanimation),41,222440,False,0.552,0.965,8,-4.873,0,0.102,0.000636,0.0924,0.119,0.258,103.212,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44804,2KLX7YuMHdGxiMevRe5W7k,Linkin Park,One More Light (Steve Aoki Chester Forever Remix),One More Light - Steve Aoki Chester Forever Remix,43,250666,False,0.439,0.688,8,-4.574,1,0.0529,0.00714,0.0,0.109,0.117,179.984,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44808,0YFA0boMX3HBAZS1QfHKRR,Three Days Grace,Human,Tell Me Why,56,210733,False,0.491,0.827,2,-5.023,0,0.0415,0.00922,0.000377,0.217,0.472,158.904,4,grunge,Three Days Grace,Three Days Grace,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44815,5Zhypo8wFaeZtBQTBVT9fs,Linkin Park;JAY-Z,"Live 8 (Live, July 2005)","Numb - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",31,246741,True,0.603,0.827,9,-6.485,1,0.0995,0.085,0.0,0.889,0.368,106.885,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44817,1Yuim9eHBfG8YUJII28XDF,Nickelback,The Long Road,Figured You Out,61,228480,False,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,4,grunge,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44819,1RG8MABX0VciDk6WYb8pBv,Nickelback,Dark Horse,This Afternoon,60,273493,False,0.507,0.875,7,-7.697,1,0.0389,0.00257,0.0,0.346,0.647,160.079,4,grunge,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44825,3xAka0D8585mDoShALnsd7,Pearl Jam,Ten,Release,55,546018,False,0.241,0.34,7,-11.919,1,0.0446,0.446,0.0641,0.0994,0.064,80.979,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44834,54UFDHWI2q7WHfrGbSNWph,Nirvana,In Utero - 20th Anniversary Remaster,Scentless Apprentice,53,228053,False,0.31,0.83,1,-8.527,1,0.0482,1.53e-06,0.146,0.137,0.617,170.568,4,grunge,Nirvana,Nirvana,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44835,0dIipTYASaFwX1QxVrVFV7,Pearl Jam,Yield,Do the Evolution,61,231253,False,0.466,0.981,10,-5.011,1,0.063,0.00041,0.0108,0.0673,0.325,140.643,4,grunge,Pearl Jam,Pearl Jam,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44843,2vrCcLP8D26ZSSbOcUSIU5,Shinedown,Somewhere in the Stratosphere,Burning Bright - Acoustic; Live from Kansas City,26,236533,False,0.508,0.662,2,-5.985,1,0.0323,0.0645,0.0,0.978,0.226,116.548,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44845,5XRuPxMShwVlQVS8jdCSbp,Shinedown,Somewhere in the Stratosphere,The Crow & the Butterfly - Live from Washington State,26,256600,False,0.29,0.857,5,-3.001,1,0.043,0.00125,0.0,0.973,0.235,148.946,3,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44858,71DWSe2L6pZ6zIJM7Za3b5,Linkin Park,Twilight Original Motion Picture Soundtrack (International Special Edition),Leave Out All The Rest,40,199960,False,0.514,0.63,0,-5.896,1,0.0316,0.192,1.16e-06,0.138,0.206,80.06,4,grunge,Linkin Park,Linkin Park,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44862,2cCWbBmadLbKvr9xddC79R,Nickelback,Silver Side Up,Too Bad,60,232240,False,0.598,0.808,10,-5.209,1,0.0388,0.00304,0.0,0.147,0.288,128.025,4,grunge,Nickelback,Nickelback,Canadá,Anglophone,Anglophone (USA/UK/AUS/CAN)
44863,4rrG6blL1GvK0FeTPYf3e1,Alter Bridge,AB III,Ghost of Days Gone By,39,265533,False,0.522,0.924,1,-4.395,1,0.0452,0.00019,0.000105,0.0934,0.484,136.549,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44865,7GcE7k2IlpRZXzMcfwttj9,Shinedown,Amaryllis,My Name (Wearing Me Out),52,216186,True,0.454,0.989,5,-2.644,1,0.0991,0.000197,0.0,0.328,0.169,139.964,4,grunge,Shinedown,Shinedown,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44867,747lAsjzxmpbfXP28D1Swf,Alter Bridge,Blackbird,Come To Life,46,231813,False,0.378,0.971,10,-4.281,0,0.0883,1.98e-05,0.0176,0.313,0.267,97.617,4,grunge,Alter Bridge,Alter Bridge,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44869,3IiMnjK7S2PlsPVMuAH7rU,Breaking Benjamin,Ember,Torn in Two,53,257453,False,0.354,0.943,5,-3.633,1,0.288,0.000113,0.0187,0.104,0.367,94.416,4,grunge,Breaking Benjamin,Breaking Benjamin,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
44876,22Ntyke0ZDZy2Uuf8BEDkU,Alice In Chains,Dirt (2022 Remaster),Dam That River (2022 Remaster),59,189360,False,0.427,0.913,6,-5.545,0,0.0804,0.00636,0.0,0.471,0.471,124.419,4,grunge,Alice In Chains,Alice In Chains,USA,Anglophone,Anglophone (USA/UK/AUS/CAN)
